Protein1,Protein2,Class
Q5TZF3,Q9ULM2,0
Q5U5X8,Q92876,0
Q5VSP4,Q9NXI6,0
Q6UDR6,Q8NBZ0,0
Q7Z3K3,Q9UP95,0
Q8N8Q1,Q9NW61,0
Q8NGQ4,Q9Y3C1,0
Q8WTU0,Q8WWN9,0
Q96CD0,Q96P53,0
Q9BRU9,Q9BT40,0
Q9BV40,Q9UKY0,0
Q9H9P2,Q9H9Y6,0
P82933,Q8IXM3,0
Q13084,Q9BYN8,0
Q6P161,Q9Y399,0
A0A1W2PPK0,P54107,0
A1L190,Q16384,0
A6NFI3,Q86VH4,0
E9PB15,Q15800,0
O00399,Q2M3G4,0
O94769,Q9P2N4,0
P23276,Q8N6D2,0
P29460,Q8N814,0
P52824,P62826,0
Q8NGY2,Q9NXR5,0
O15239,P03901,0
O95298,Q86Y39,0
Q96BP2,Q9BQ48,0
A0A1W2PQ73,O60895,0
A1L453,Q9UQR0,0
I3L273,Q8NGG2,0
O60241,Q9H4D0,0
O75360,Q9BPW5,0
O75414,Q9BVJ7,0
O76095,Q6DN03,0
O94819,Q8IYT1,0
P01763,Q30KQ1,0
P09668,Q12933,0
P0C8F1,P0DUX1,0
P0DKX4,P57054,0
P13349,Q96MW1,0
P21926,Q8IZR5,0
P25815,Q9BWG4,0
P48651,Q96PV7,0
P55771,Q14863,0
P59025,Q9Y6H1,0
P62987,Q8TAC1,0
Q14331,Q96IU4,0
Q14669,Q99570,0
Q8N690,Q96EX1,0
Q96CN5,Q9H4I2,0
A0A075B6U4,P10912,0
A0A0B4J1Z2,Q5T215,0
A0A1B0GTZ2,Q9HBE4,0
A0A1W2PR75,O15016,0
A0PK05,Q92805,0
A6NLC8,Q9Y675,0
A8MWD9,Q6ZMS7,0
O14508,Q9H159,0
O14921,Q9NZV6,0
O43653,Q9H3Z4,0
O75486,Q96FZ2,0
O75951,Q6NUT3,0
O95336,Q13137,0
O95867,P45973,0
O95998,Q9H5I5,0
P00734,P48378,0
P01023,P23193,0
P02750,Q9UGM5,0
P08861,Q5BKY1,0
P0C2S0,Q8TD07,0
P0C7N8,Q3KNT7,0
P11362,Q9UBS5,0
P15260,Q9BQ15,0
P22612,Q16760,0
P29372,Q969H8,0
P51153,Q8IZ52,0
P58876,Q6GPI1,0
P68431,Q99990,0
P78417,Q96EX1,0
P98077,Q9Y250,0
Q32M78,Q9UI30,0
Q5SW96,Q8NH83,0
Q5XUX1,Q8NH56,0
Q6IPU0,Q92537,0
Q6NSJ2,Q9UKW6,0
Q6NXP6,Q8NCF5,0
Q6Q8B3,Q8IYX0,0
Q86SX6,Q9NQS5,0
Q8NGT7,Q9BYL1,0
Q8NI28,Q8WVI0,0
Q8WZ59,Q96HA8,0
Q96GF1,Q96MF2,0
Q96NN9,Q9H339,0
Q9BY76,Q9BYJ9,0
Q9Y614,Q9Y6H3,0
O75438,P03901,0
P82921,Q96EL2,0
A0A087WT02,P02786,0
A6NJG6,O43610,0
A8MYA2,Q9NRX4,0
D6RBM5,P15090,0
O14492,Q8NAN2,0
O43543,P05160,0
O94907,Q13651,0
P07203,Q86T96,0
P08887,Q8N2G4,0
P0DP01,Q8WUJ1,0
P13500,Q9NX46,0
P43358,Q8N5I3,0
Q16553,Q9H098,0
Q5TGI0,Q9Y6F6,0
Q6UWW0,Q6UXB8,0
Q7RTV0,Q9Y2C3,0
Q93098,Q9Y2E6,0
Q96GI7,Q9Y5U9,0
Q96GL9,Q96LL3,0
Q9H3Y0,Q9H4G0,0
Q9Y258,Q9Y333,0
O95178,O95298,0
A6NF89,Q13145,0
O14958,Q9C0B5,0
O95257,Q8TCB6,0
P15880,Q5JRX3,0
P43121,Q9NWF9,0
P60507,Q6P9G0,0
P62249,Q9H867,0
Q02297,Q12912,0
Q13156,Q92621,0
Q13201,Q6UWE0,0
Q15907,Q6P1L6,0
Q629K1,Q64ET8,0
Q6ICL7,Q92752,0
Q71SY5,Q9Y692,0
Q8IVF5,Q9UFC0,0
Q8IX12,Q99729,0
Q8TEH3,Q9UBP4,0
Q99757,Q9P287,0
A0A024R1R8,A8MWE9,0
A0A0B4J2H0,Q9BX93,0
A1L190,P26678,0
O14669,O15428,0
O14753,Q8NGT1,0
O14933,Q9NW81,0
O75764,Q9P0J7,0
P01133,Q8NDB6,0
P05000,Q9NQE9,0
P17098,Q8NBX0,0
P36383,Q8N137,0
P37088,Q9H898,0
P41567,Q96N03,0
P61966,Q15170,0
Q13428,Q14392,0
Q3C1V0,Q96CQ1,0
Q75MW2,Q8IWB7,0
Q7Z769,Q9NZJ5,0
Q86VD7,Q9P270,0
Q8N145,Q96FX2,0
Q8N2E6,Q96S16,0
Q8NGR8,Q96NM4,0
Q99895,Q9BYS8,0
O95168,Q86Y39,0
A0A075B6I9,P50461,0
A0A0X1KG70,P01034,0
A0A1B0GTK4,Q147U7,0
A6NH52,P53801,0
O15428,Q8N554,0
O43150,Q9UH92,0
O43613,Q8IZ96,0
O60565,P39687,0
P09488,P23284,0
P10767,Q8N336,0
P51149,Q8TC84,0
P51511,Q9P0T7,0
P55345,Q9H4S2,0
P61803,Q9UGQ3,0
Q14994,Q9NTX7,0
Q15311,Q8N7R7,0
Q495Y8,Q9H1E1,0
Q5JTB6,Q9BV81,0
Q8NGH8,Q8TF65,0
Q8WUA8,Q92737,0
Q9H6E4,Q9UHF5,0
Q8N5N7,Q9NVS2,0
A0A0B4J276,P01762,0
A0A1B0GVY4,Q86XJ0,0
A0A286YFK9,Q8WYQ3,0
A4D1Z8,P0DUX1,0
A6NKL6,P33908,0
B6A8C7,Q6RSH7,0
O14641,P78524,0
O60883,Q9H4Z2,0
O75751,O75832,0
O94972,Q9BW11,0
O95190,Q6UW32,0
P00797,Q9H1C4,0
P0CI01,Q8IYB5,0
P0DKV0,Q6UXV1,0
P0DMW3,Q5VSR9,0
P35408,Q9UL63,0
P47989,Q9UKL0,0
P50120,Q5SW96,0
P51460,Q9H0W5,0
P62249,Q9BZM6,0
Q14296,Q96I23,0
Q5HYK3,Q6UWF3,0
Q5T036,Q9Y6W8,0
Q6DKI1,Q6UX41,0
Q6FHJ7,Q6UX46,0
Q6ZNA4,Q9NYZ4,0
Q7RTU0,Q8NGD0,0
Q96ES7,Q9Y6A4,0
Q9H1C4,Q9H8M5,0
Q9NVF9,Q9NWT6,0
O15239,O43674,0
O95167,O95168,0
O95168,P03901,0
A0A087WSZ0,Q53H64,0
A6NFF2,P27469,0
O00592,P58418,0
O75436,Q9BZE3,0
O96013,P01037,0
P05976,Q9BRX8,0
P53667,Q9Y2K9,0
P55075,Q99603,0
Q01968,Q9UKL4,0
Q05513,Q93034,0
Q14596,Q9NTG7,0
Q15762,Q8ND94,0
Q16695,Q6PJE2,0
Q5JTW2,Q96G27,0
Q86Y78,Q96NL1,0
Q8N4H5,Q96RP3,0
Q8NDX5,Q96MU8,0
Q9GZQ6,Q9NV88,0
A0A0B4J1V2,P56181,0
A0A1B0GX68,O95406,0
A2NJV5,Q8WUH1,0
A6NLX3,Q9NPL8,0
A6NNW6,Q02878,0
A8MWD9,P24386,0
B4DS77,P0DJ93,0
O14662,Q9UBX0,0
O60682,Q96MD2,0
O60858,Q6P047,0
O75390,P30040,0
O75477,P01135,0
O94778,Q9P0K8,0
P0C1S8,P42167,0
P13498,Q86XM0,0
P21554,Q9H0S4,0
P27694,Q99766,0
P32004,Q8NGB9,0
P35247,P49895,0
P58173,Q9BXJ1,0
Q14587,Q8N431,0
Q4VC31,Q9ULC6,0
Q502W7,Q9NWF4,0
Q5JS54,Q99708,0
Q86UX6,Q9H210,0
Q86WG3,Q8TC57,0
Q8N5X7,Q96FZ5,0
Q8NE01,Q9UK59,0
Q8NGG7,Q9UQ72,0
Q8TEJ3,Q9C0I4,0
Q96R05,Q9ULL5,0
Q9BVI0,Q9P0U1,0
Q9H6B4,Q9UJ78,0
O43676,O43676,0
A0A1B0GU71,P62952,0
A0A1B0GX95,Q7Z4S9,0
A6H8Z2,Q8NG95,0
A6NC86,Q8WVJ9,0
A6NKW6,Q8NCG5,0
O15173,Q7Z7G0,0
O43169,Q8NEG2,0
O43298,Q15678,0
O43610,Q8WUM0,0
O43809,Q8NDX9,0
O75052,Q2TAP0,0
O75603,P78556,0
P04141,Q15800,0
P16150,Q9BZ11,0
P17098,Q99519,0
P26439,P27105,0
P35030,P51610,0
P48745,Q9H400,0
P50148,Q15181,0
P60008,Q1L6U9,0
P62857,Q8IZP2,0
Q01628,Q9BX74,0
Q14140,Q9Y697,0
Q15561,Q8NH81,0
Q3MIW9,Q8NGR8,0
Q5H913,Q92496,0
Q5SQN1,Q9Y448,0
Q68DC2,Q6YHU6,0
Q8IYR6,Q9GZV1,0
Q8N5M9,Q9H112,0
Q8NGF7,Q9Y6U7,0
Q96FJ2,Q99743,0
Q9H2B4,Q9H4Y5,0
Q9UBI4,Q9UKP5,0
O15239,Q9NX14,0
O43674,O43677,0
O43677,O95178,0
O75438,P17568,0
P82912,Q8TCC3,0
A0A0A6YYK4,Q96JF0,0
A0PJE2,Q6PH85,0
O43364,Q9H0U4,0
O60224,Q9Y6E7,0
O60603,Q86T24,0
O95931,Q9BXN2,0
P21918,P32881,0
Q6IQ22,Q96C00,0
Q8IZJ0,Q9UBN6,0
A0A0A0MS02,Q7Z5A9,0
A0A0C4DH32,Q2MJR0,0
A0A1B0GTL2,Q3C1V1,0
A0PK11,O75368,0
A2RUH7,Q6ZS11,0
A6NGN9,Q6P1M9,0
C9JRZ8,Q8TAE6,0
H3BQJ8,P54107,0
O00273,Q8WYH8,0
O14508,Q9UGR2,0
O15335,Q9BWC9,0
O43543,Q9Y5L4,0
O43822,Q9H607,0
O96014,Q8NC26,0
P01344,Q96IX9,0
P01817,Q14011,0
P02750,Q9Y458,0
P0DMT0,Q9H3N1,0
P10176,Q9H6A9,0
P13640,Q63HQ0,0
P13686,Q6PII3,0
P15336,Q9NS69,0
P15421,Q969G9,0
P35916,Q5H9S7,0
P37235,Q9NRQ5,0
P43362,Q96LX8,0
P78543,Q6UXD1,0
Q07654,Q5T6J7,0
Q13287,Q93096,0
Q13477,Q6ZNX1,0
Q16280,Q96IW7,0
Q5T953,Q8NDX1,0
Q75LS8,Q9P0N5,0
Q96CH1,Q9Y282,0
Q96LT6,Q9H1D9,0
A6NKD9,P13236,0
C9JDP6,O75865,0
O15504,Q5TZF3,0
O60547,P25788,0
O95297,Q96B77,0
P02766,Q9Y6D0,0
P09132,Q8IXQ8,0
P14854,Q8WXI2,0
P30047,Q7RTU0,0
P59923,Q12774,0
P62266,Q96DN0,0
Q02643,Q2TAL5,0
Q12797,Q8NI32,0
Q63HM1,Q9GZL7,0
Q6V0L0,Q9BXJ5,0
Q86VI1,Q96A54,0
Q8NEQ5,Q9NS69,0
Q8TCV5,Q96MH2,0
Q96MG7,Q9BY42,0
Q9HBH0,Q9Y3C5,0
P62805,Q13111,1
A0A0B4J234,O60844,0
A0A1B0GWH4,Q15007,0
A8MYZ0,P54709,0
B4DZS4,P60033,0
O15121,Q9UM47,0
O43677,Q15697,0
O75063,Q16563,0
O95760,Q7Z7B7,0
P02724,Q5JX69,0
P15954,Q69YZ2,0
P29016,Q9BY79,0
P35325,Q5T751,0
P40197,Q3ZAQ7,0
P49795,Q8WV41,0
Q15049,Q96G27,0
Q15717,Q9NSE2,0
Q16653,Q9Y5H5,0
Q30KP8,Q7Z7F0,0
Q4W5P6,Q8N6M8,0
Q69YW2,Q8IVP5,0
Q6ZNF0,Q86YW5,0
Q7Z422,Q9NYL5,0
Q86VR8,Q8IZW8,0
Q8IX05,Q9Y5T4,0
Q8NEW7,Q8NGG7,0
Q92613,Q9H093,0
Q96IX9,Q9BY71,0
Q8IXM3,Q9Y399,0
A0A087WSZ9,Q9NYQ3,0
A0A1B0GVZ2,Q8NHE4,0
A0A2R8Y7Y5,Q5VUB5,0
A6NLJ0,Q8IZW8,0
O43156,Q9UJY4,0
O43739,Q9UI08,0
O94885,Q9NVC3,0
O95159,Q6N021,0
O95976,Q15389,0
P01780,Q9Y3U8,0
P08118,P53672,0
P0CI01,Q9BT23,0
P11464,P35227,0
P17535,Q14586,0
P21754,Q9Y6W8,0
P23083,Q96FA7,0
P30953,Q8IUR0,0
P43088,Q9BZF3,0
Q12907,Q9H175,0
Q8NBA8,Q99929,0
Q8NH04,Q99717,0
Q8TF08,Q8WY22,0
Q96RL1,Q9UQP3,0
Q9BTT6,Q9H8Y5,0
O43674,P03915,0
Q9P086,Q9P086,0
A0A1W2PQJ5,Q04900,0
A5PLK6,Q9UMR5,0
A6ND01,O60331,0
A6NJR5,Q6UWU4,0
C9JSJ3,Q6P3V2,0
O43766,Q8IVE0,0
O75072,P0DKB5,0
P04921,Q8N6V4,0
P0C0E4,Q96NW7,0
P26998,Q8NI22,0
P33947,Q6UXU6,0
Q5EB52,Q9Y2R0,0
Q63ZY3,Q96SJ8,0
Q6P9F5,Q9BUP0,0
Q6ZMN8,Q9NU23,0
Q7Z739,Q969P6,0
Q86WK7,Q8N4W6,0
Q8NGN7,Q9HD90,0
Q8WXH6,Q9BZD7,0
Q99717,Q9NRB3,0
Q9H521,Q9P0N9,0
O15239,P03891,0
O43677,Q9P0J0,0
A6NHM9,P62316,0
A8MYB1,Q14773,0
H3BNL8,Q9NQ30,0
O00300,O95861,0
O15480,Q9Y3E7,0
O75293,Q7L190,0
P18510,Q8IUA0,0
P42025,Q9UL25,0
P48304,Q9BTE0,0
Q13241,Q96HH6,0
Q8N6R1,Q969L4,0
Q8ND94,Q96HG1,0
P82650,Q7Z7F7,0
A0A075B6I1,P02689,0
A0A0A0MS02,A0A0C4DH29,0
A0A1B0GUQ0,P55769,0
A0A1W2PPW3,Q8WUE5,0
A0A1W2PQ72,Q9BUF7,0
C9JUS6,Q6UWJ8,0
O00501,Q8WTX9,0
O14638,Q7L985,0
O14843,Q68DK7,0
O60239,Q9HCR9,0
O75506,P01241,0
O94856,Q9NXV2,0
O95067,P13945,0
P01308,P61204,0
P05496,Q9NP66,0
P08195,Q8IY49,0
P0C1H6,Q96S82,0
P0DTF9,P42702,0
P19429,Q96P56,0
P20264,Q86YI8,0
P22362,Q99766,0
P35680,Q8N0Y5,0
P62266,Q9Y4X0,0
Q14576,Q16778,0
Q16385,Q5HYN5,0
Q16661,Q1W6H9,0
Q5TGJ6,Q8NG41,0
Q5VT99,Q5W5X9,0
Q68DD2,Q8NGG3,0
Q86V81,Q8IUE0,0
Q86WR6,Q96FT9,0
Q8IYR6,Q99944,0
Q8NH95,Q9H6D8,0
Q8WWN8,Q9UKF5,0
Q96BM1,Q9H3M7,0
Q96DD7,Q9UI43,0
Q96EK4,Q9Y5J5,0
Q99697,Q9UHV8,0
A0A0C4DH24,Q6P9F5,0
A0A1B0GUW7,Q5T0J7,0
A0A494C0N9,Q99576,0
A0A590UK83,Q86VR7,0
A6NH00,Q96FA3,0
A6NNP5,Q8IYN2,0
A8MV81,Q6UW56,0
B2RN74,Q9NY43,0
C9J3I9,Q9Y2B0,0
O14640,Q6UX41,0
O15499,Q96NB3,0
O95067,Q9NV31,0
P09172,Q9P0N8,0
P0CV99,Q8WU39,0
P0DML2,Q6ZWK4,0
P0DTE1,Q96F85,0
P17342,P86790,0
P25786,Q8NGC3,0
P39687,Q7Z353,0
Q14318,Q9NYT6,0
Q16527,Q8IV53,0
Q3SY17,Q86X60,0
Q502W6,Q7KZN9,0
Q6AHZ1,Q96GD4,0
Q6IA17,Q8N456,0
Q6ZMI3,Q9UL26,0
Q86SG7,Q86SZ2,0
Q86WW8,Q96PV7,0
Q8NBI3,Q9NRY5,0
Q969Y2,Q9BSI4,0
Q96BH3,Q96DX7,0
Q9BU79,Q9UHU1,0
Q9BXS1,Q9NSC7,0
Q9P0L0,Q9Y573,0
Q9P2H5,Q9UGK3,0
P56556,P56556,0
A0A1B0GX95,Q6UW15,0
A6NGH7,P49840,0
O15428,Q8NHZ8,0
O95626,Q8N205,0
P01270,Q86SZ2,0
P0C5J1,Q8NBT2,0
P0DH78,Q6PI25,0
P16152,Q8N9W5,0
P20594,P41597,0
P20794,P50616,0
P22749,P26718,0
P28347,P33032,0
P35219,Q9Y576,0
P43357,Q9UL41,0
Q15116,Q6Q6R5,0
Q86W34,Q8NEW0,0
Q8NBQ7,Q96C19,0
Q8TBQ9,Q96AN5,0
Q8TBR7,Q9P275,0
O43677,Q86Y39,0
O75438,Q86Y39,0
A0A075B6I0,Q9BQS6,0
A0A286YFK9,Q9Y5W9,0
A6NDZ8,P60323,0
A8MYZ6,Q9UBN6,0
O43320,O75494,0
O43506,Q9NUJ1,0
O60676,Q3ZCT8,0
O95069,Q9H568,0
O95750,P05109,0
P01571,Q9Y5Q6,0
P01782,P14678,0
P08118,Q15434,0
P33032,Q8N7R7,0
P36969,Q86W56,0
P52848,Q13948,0
P55010,Q2NL67,0
Q0VDF9,Q96HI0,0
Q13474,Q86YC3,0
Q13641,Q9BPZ3,0
Q16635,Q7Z3D4,0
Q6ZMT1,Q8NHV4,0
Q7L7L0,Q8N769,0
Q7Z3K3,Q96FE5,0
Q8NCA9,Q8TAE6,0
Q92529,Q9BYG0,0
Q9H1M4,Q9UBE8,0
O75394,P82932,0
O95178,P03901,0
Q6P161,Q9P0M9,0
A0A0B4J266,P04733,0
A0A2R8Y7D0,Q96KP1,0
B1AK53,Q9HAV5,0
B4DXR9,Q96LR9,0
O00590,Q15287,0
O75113,P98174,0
O75711,P42771,0
O76095,P01877,0
P13378,Q9UPT8,0
P15822,Q08116,0
P17931,P21912,0
P18124,Q8NEX5,0
P22392,Q5TC63,0
P22612,Q6P4F2,0
P35348,Q719H9,0
P55000,Q86UE4,0
P55291,Q3V5L5,0
P61081,Q5TID7,0
P61163,Q86XN7,0
Q14324,Q8WTR2,0
Q14863,Q6IEY1,0
Q5BKX5,Q9BZM3,0
Q658T7,Q8TF66,0
Q6PK57,Q7Z6V5,0
Q6UXN8,Q6ZU69,0
Q6VVB1,Q9NXU5,0
Q86YW7,Q9P0G3,0
Q8NHP6,Q9Y3E2,0
Q8TBA6,Q9Y2M0,0
Q8WXI8,Q9ULV5,0
Q969Q5,Q9Y2Y1,0
Q96GY3,Q9H9H4,0
Q99650,Q9UIW0,0
Q99879,Q9BXN2,0
Q9P104,Q9Y255,0
O60783,Q96BP2,0
O95167,P03901,0
A0A087WV62,Q9BZ67,0
A0A589,P20155,0
A6NCL1,Q86WI0,0
B2RUZ4,P61803,0
O00212,Q6P5X5,0
O14804,P61224,0
O15084,Q9P2X8,0
O43927,Q8N4L4,0
O95237,Q9UGN4,0
O95715,Q8IXQ8,0
P0CG21,Q9Y697,0
P0DMW5,Q9P2X7,0
P19086,Q92876,0
P34130,P56211,0
P43630,Q9H347,0
P51858,Q99705,0
P55916,Q1W4C9,0
P62280,Q8IYN2,0
P62502,Q96L94,0
Q01628,Q99952,0
Q02156,Q9Y2W6,0
Q02747,Q8NGI7,0
Q03111,Q9BVG4,0
Q05923,Q5JRA6,0
Q16769,Q9BX68,0
Q59GN2,Q9Y3C5,0
Q6ICG8,Q8IXV7,0
Q6P4F1,Q9Y3D2,0
Q8NI22,Q9UGF7,0
Q9H1F0,Q9H503,0
A2RU14,A8MWY0,0
A2VCK2,P28562,0
A8MZ97,Q9H1Z9,0
B5MCN3,Q9NWW9,0
O15391,Q14964,0
O60235,Q1W4C9,0
P01138,Q13394,0
P16619,Q96LY2,0
P42768,Q9NYS0,0
Q06732,Q6P1Q9,0
Q13572,Q8NGA4,0
Q14623,Q8IWB7,0
Q3KRB8,Q75T13,0
Q3MUY2,Q9Y5F7,0
Q63HM2,Q92622,0
Q6PJQ5,Q96CN5,0
Q7Z7C7,Q9HCL3,0
Q8IYJ0,Q8N5M9,0
Q92783,Q99880,0
Q96BP2,Q96PJ5,0
Q9H672,Q9UM63,0
O43677,P56556,0
A5PLL1,Q9NWF9,0
A6NKK0,Q5SWX8,0
O15182,Q9UH03,0
O95049,Q96SW2,0
O95777,Q9BZK7,0
O95865,Q9BZL6,0
P0C5Z0,P22612,0
P0DMV0,Q9BPY8,0
P18077,Q8NGN2,0
P30511,Q16663,0
P41222,Q9Y320,0
P50336,Q12794,0
P78345,Q13422,0
Q12948,Q9UBN6,0
Q14141,Q6ZSJ8,0
Q4AC99,Q96QE2,0
Q5JQD4,Q9Y662,0
Q6UXX5,Q9H061,0
Q7L190,Q9NP61,0
Q7Z6J4,Q8IVI9,0
Q86TZ1,Q8IUH5,0
Q86UL3,Q8WXS4,0
Q8N159,Q92667,0
Q8N183,Q96L15,0
Q8N371,Q8N6N7,0
Q8N4Y2,Q99675,0
Q8NDG6,Q9UC07,0
Q8NHB7,Q9BQR3,0
Q8TCJ0,Q9BZI7,0
Q92750,Q96N28,0
Q92858,Q96DE5,0
A0A075B6N1,Q9GZT3,0
A0A590UK83,O00591,0
A6NJT0,P07550,0
O14939,Q8N0X2,0
O75638,Q9UK00,0
O76038,Q9BXK5,0
O95391,Q8NAX2,0
O95925,Q495Y8,0
P01567,Q6ICB0,0
P01597,Q15532,0
P02818,P49862,0
P05107,Q8TC71,0
P0DPK3,Q8N5V2,0
P29017,Q13636,0
P40126,Q9Y2W6,0
P49674,Q8NFN8,0
P51572,Q9BZL4,0
P81534,Q13257,0
Q14019,Q8N135,0
Q15828,Q8NDV1,0
Q15884,Q9NTN9,0
Q53GA4,Q9BPW5,0
Q5VWM3,Q7RTX0,0
Q6P3V2,Q8N8U9,0
Q76B58,Q9HCJ0,0
Q86Y78,Q9HBL6,0
Q8IWB1,Q9H521,0
Q8N126,Q9BVX2,0
Q8N349,Q8NBJ7,0
Q8TER5,Q9Y483,0
Q96QT4,Q9H267,0
Q9NXF8,Q9UKU6,0
Q9P2E9,Q9Y2Y6,0
O43920,O43920,0
O75438,O95298,0
A0A0A6YYG3,P80098,0
A0A0B4J1Y9,P81172,0
O15062,Q969R2,0
O95273,Q01638,0
P09661,Q9Y5K2,0
P0DKB5,Q86VQ3,0
P13056,Q9HA90,0
P22692,Q9NY28,0
P29322,Q9H7E9,0
P53674,Q53TS8,0
P61371,Q5W0V3,0
P61978,Q96C24,0
Q13247,Q8N456,0
Q16552,Q86YJ5,0
Q5JRA6,Q9HCP0,0
Q5VZ03,Q86Z23,0
Q6UW63,Q9NYL4,0
Q8N8A8,Q96KN8,0
Q9BW60,Q9NY25,0
Q9H147,Q9Y4B6,0
A0A0A6YYD4,P62263,0
A1L4L8,Q8WXA2,0
P0DP73,Q8NBI3,0
P15391,Q3MIW9,0
P19876,Q8TAC1,0
P29374,Q9NU19,0
P32243,Q2VPJ9,0
Q49AS3,Q96BH3,0
Q5JU85,Q9HBM1,0
Q6P6B7,Q96LD8,0
Q6PJI9,Q8N2W9,0
Q96BM9,Q9ULY5,0
Q9BQ70,Q9BR09,0
Q9BRQ6,Q9Y5K6,0
Q9H2I8,Q9Y534,0
Q9NXW2,Q9Y3B3,0
O95178,Q9NX14,0
O14576,Q8NA57,0
O43291,Q9NP84,0
O75444,Q6WCQ1,0
P48645,Q8TE69,0
Q5M7Z0,Q96GQ7,0
Q6UWW9,Q96B42,0
A6NKW6,P16422,0
O43566,Q13291,0
P17275,Q9UIL8,0
Q86UF4,Q9NNX1,0
A0A075B6H9,Q15814,0
A0A075B6H9,Q9BXK5,0
A0A075B6I3,Q16270,0
A0A075B6I3,Q8IY50,0
A0A075B6I4,Q4KMG9,0
A0A075B6I4,Q9NS37,0
A0A075B6I6,Q6Q795,0
A0A075B6J2,Q8IZ16,0
A0A075B6J2,Q9BXS9,0
A0A075B6J6,P62318,0
A0A075B6J6,Q8IZL8,0
A0A075B6K2,P42574,0
A0A075B6K4,Q8N3D4,0
A0A075B6K5,Q8WWV6,0
A0A075B6K5,Q9BW83,0
A0A075B6K6,O95633,0
A0A075B6L6,Q8NC24,0
A0A075B6L6,Q92537,0
A0A075B6N3,P20290,0
A0A075B6N3,Q8NC01,0
A0A075B6N3,Q9NVT9,0
A0A075B6N4,O94842,0
A0A075B6R0,P22352,0
A0A075B6S2,A6NNP5,0
A0A075B6S5,Q9H3S5,0
A0A075B6S9,Q9NTN3,0
A0A075B6T6,C9JBD0,0
A0A075B6T6,P18847,0
A0A075B6T6,Q5T2D3,0
A0A075B6T8,Q8NGY0,0
A0A075B6T8,Q9P0K7,0
A0A075B6V5,Q6NXS1,0
A0A075B6W5,Q9UJL9,0
A0A075B700,O00170,0
A0A075B767,Q5SR53,0
A0A075B767,Q92831,0
A0A075B767,Q96PF2,0
A0A087WSX0,Q8N0Y7,0
A0A087WSY4,Q13103,0
A0A087WSY6,O43524,0
A0A087WSY6,Q9UBQ5,0
A0A087WT01,Q504U0,0
A0A087WT03,A0A1B0GTH6,0
A0A087WT03,P46109,0
A0A087WT03,Q9BZE0,0
A0A087WV53,Q9BUN5,0
A0A087WV62,Q7Z2E3,0
A0A087WW87,P18850,0
A0A087WWA1,P0DPF7,0
A0A087WXM9,Q9H9P8,0
A0A087WXS9,Q15370,0
A0A087X0K7,Q8WVF1,0
A0A087X0M5,Q96MX0,0
A0A087X0M5,Q9NRJ5,0
A0A087X179,A0A286YF60,0
A0A087X1G2,P48551,0
A0A096LNW5,Q6TCH4,0
A0A096LP49,O15550,0
A0A096LP49,P27658,0
A0A096LP55,P78562,0
A0A0A0MRZ7,Q15198,0
A0A0A0MS01,A8MXK1,0
A0A0A0MS02,Q5SWA1,0
A0A0A0MS05,Q9BRP1,0
A0A0A0MS06,Q9Y3A5,0
A0A0A0MS14,P07360,0
A0A0A0MS14,Q9UHQ7,0
A0A0A0MS15,O15394,0
A0A0A0MS15,P09326,0
A0A0A0MS15,Q8IYS8,0
A0A0A0MT36,P54710,0
A0A0A6YYC5,P35218,0
A0A0A6YYC5,Q9Y3T6,0
A0A0A6YYD4,Q9Y575,0
A0A0A6YYG2,A0A2Z4LIS9,0
A0A0A6YYG2,P54107,0
A0A0A6YYG2,Q9Y5H9,0
A0A0A6YYG3,Q5TZK3,0
A0A0A6YYK1,O15514,0
A0A0A6YYK1,Q9P243,0
A0A0A6YYK6,Q92614,0
A0A0A6YYK7,A0A1W2PS18,0
A0A0B4J1U4,Q92570,0
A0A0B4J1U6,Q96L46,0
A0A0B4J1U7,Q99593,0
A0A0B4J1V2,Q9BRK3,0
A0A0B4J1V2,Q9UN71,0
A0A0B4J1V6,Q9BYZ8,0
A0A0B4J1V6,Q9H9B1,0
A0A0B4J1V7,P61353,0
A0A0B4J1V7,Q99490,0
A0A0B4J1V7,Q9BYZ8,0
A0A0B4J1W7,A6XGL0,0
A0A0B4J1X8,Q8N7X8,0
A0A0B4J1Y8,Q8N5X7,0
A0A0B4J1Y8,Q9UFG5,0
A0A0B4J1Y9,P14415,0
A0A0B4J1Z2,O60888,0
A0A0B4J1Z2,P12872,0
A0A0B4J234,Q15118,0
A0A0B4J235,P04908,0
A0A0B4J235,P61573,0
A0A0B4J240,Q9BT30,0
A0A0B4J240,Q9NP85,0
A0A0B4J241,P56270,0
A0A0B4J248,P58505,0
A0A0B4J248,P63241,0
A0A0B4J248,Q01518,0
A0A0B4J248,Q9UBL0,0
A0A0B4J249,P48443,0
A0A0B4J263,Q9HBZ2,0
A0A0B4J266,Q7Z6W7,0
A0A0B4J268,Q8IYB0,0
A0A0B4J273,Q13007,0
A0A0B4J274,Q8NG35,0
A0A0B4J275,Q96Q91,0
A0A0B4J277,Q8N614,0
A0A0B4J279,Q96P68,0
A0A0B4J280,P35663,0
A0A0B4J2A2,E9PJI5,0
A0A0B4J2A2,Q8N490,0
A0A0B4J2A2,Q8WTZ4,0
A0A0B4J2D5,Q13435,0
A0A0B4J2D9,Q86X45,0
A0A0C4DH26,Q86YM7,0
A0A0C4DH28,Q13126,0
A0A0C4DH28,Q9H4Q3,0
